file,purl,error
leap-ec@gremlin_sbom.json,,no components
lebassman@ArQTiC_sbom.json,,no components
lebrun-LANL@DISSIDE-Dynamic-In-Silico-Sample-Identification-for-Discrete-Evaluation_sbom.json,,no components
lhsego@sUtils_sbom.json,,no components
linyang-121@UQEH-p_sbom.json,,no components
llnlopendata@additive_manufacturing_video_2022_sbom.json,,no components
lmco@laikaboss_sbom.json,,no components
lnbrouwer@ANSYS_UEL_sbom.json,,no components
lviens-LANL@2024_DAG_sbom.json,,no components
lyon-fnal@devenv_sbom.json,,no components
lzhengchun@DSGAN_sbom.json,,no components
maierta@MRPAPP_sbom.json,,no components
man4ish@kb_ldannotate_sbom.json,,no components
massarczyk@Muon_GUORE_sbom.json,,no components
matex-org@matex_sbom.json,,no components
mazeau@project-euler_sbom.json,,no components
mdavezac@LaDa_sbom.json,,no components
mfem@releases_sbom.json,,no components
mfitzsimmons44@BL4A_MagRef_Data_Reduction_Tools_sbom.json,,no components
mfitzsimmons44@Xray-reflectometry_sbom.json,,no components
mfitzsimmons44@reflectometry-analysis_sbom.json,,no components
mfornace@nuclear-score-maximization_sbom.json,,no components
mgawan@GPU-BSW_sbom.json,,no components
mibricks@FermiHubbardTranspor_sbom.json,,no components
michaelgraesser@topness_sbom.json,,no components
michaelyhuang23@ParCluster_sbom.json,,no components
microgold@Becca35_sbom.json,,no components
mjsottile@sfsexp_sbom.json,,no components
mkstratos@stj_pv_sbom.json,,no components
mlawsonca@empress_sbom.json,,no components
mrSkortch@DCS-SLmod_sbom.json,,no components
mrnorman@miniWeather_sbom.json,,no components
mrzv@reeber_sbom.json,,no components
mrzv@saturn_sbom.json,,no components
muammar@ml4chem_sbom.json,,no components
mummi-framework@mummi-core_sbom.json,,no components
myers79@MuMo-CoCo_sbom.json,,no components
naromero77@ACC2OMP_sbom.json,,no components
neams-th-coe@cardinal_sbom.json,,no components
ngds@CheckRunningArcGISservices_sbom.json,,no components
ngds@data-archiver_sbom.json,,no components
ngds@documents_sbom.json,,no components
ngds@metadata-issues_sbom.json,,no components
nick-klingaman@ASoP_sbom.json,,no components
nickjulian-LANL@MoDELib_sbom.json,,no components
nonproliferation@mimosas_sbom.json,,no components
nroth@tdegb_sbom.json,,no components
nrp-g@leaner_sbom.json,,no components
nsf-open@nsf-ember-tooltip_sbom.json,,no components
nsgcc@nsCamera_sbom.json,,no components
oeschsec@Sidekick---voice-controlled-keyboard-and-mouse_sbom.json,,no components
olcf@AccelLinAlgebraLibraries_sbom.json,,no components
olcf@Accelerating-Serial-Code_sbom.json,,no components
olcf@MAGMAFortranModule_sbom.json,,no components
olcf@Mandelbro_sbom.json,,no components
olcf@Serial-to-Parallel--Monte-Carlo-P_sbom.json,,no components
olcf@anchor_sbom.json,,no components
olcf@iPython-Molecular-Dynamics_sbom.json,,no components
olcf@lcio_sbom.json,,no components
olcf@phoenix_sbom.json,,no components
olcf@polimor_sbom.json,pkg:conan/valijson@1.0.1,failed to get coordinates from purl: pkg:conan/valijson@1.0.1
olcf@polimor_sbom.json,pkg:conan/yaml-cpp@0.7.0,failed to get coordinates from purl: pkg:conan/yaml-cpp@0.7.0
omarobeya@parallel-inplace-radixsor_sbom.json,,no components
openEDI@oedisi-hif-identification_sbom.json,,no components
openEDI@oedisi-ieee123_sbom.json,,no components
openPMD@openPMD-CCD_sbom.json,,no components
openscenegraph@OpenSceneGraph_sbom.json,,no components
openshmem-org@osss-gasne_sbom.json,,no components
openzfs@zfs-buildbo_sbom.json,,no components
ornl-sava@log-tool_sbom.json,,no components
ornl-sava@redis-pubsub-stream_sbom.json,,no components
ornl-sava@redis-row-stream_sbom.json,,no components
ornl-sava@regex-stream_sbom.json,,no components
ornl-sava@replay-stream_sbom.json,,no components
ornl-sava@yaml-config-node_sbom.json,,no components
ornl-sava@yayaml-conf_sbom.json,,no components
ornladios@ADIOS_sbom.json,,no components
ornlpmcp@ASCENDS_sbom.json,,no components
owoyeleope@TFM-MoE_sbom.json,,no components
pacifica@pacifica_sbom.json,,no components
panbaoxiang@RADA_sbom.json,,no components
papamarkou@nccd_sbom.json,,no components
particledatagroup@ap_sbom.json,,no components
patrickmackey@parallel_kpp_sbom.json,,no components
paulmanns@slpcc_sbom.json,,no components
paulromano@fudge_sbom.json,,no components
pbosler@StrideSearch_sbom.json,,no components
pcdshub@archapp_sbom.json,,no components
pcdshub@pcds-recipes_sbom.json,,no components
pcdshub@pswalker_sbom.json,,no components
peihunglin@XPlacer-ML-DataPlacemen_sbom.json,,no components
pflow-team@PFLOW_sbom.json,,no components
pjss1223@tLaSDI_sbom.json,,no components
pmartR@peppuR_sbom.json,,no components
pmodels@mpich_sbom.json,,no components
pmodels@pilgrim_sbom.json,,no components
pmodels@rmem_sbom.json,,no components
pmodels@yaksa_sbom.json,,no components
pmoriano@benchmarking-unsupervised-online-IDS-masquerade-attacks_sbom.json,,no components
pmoriano@can-time-based-ids-benchmark_sbom.json,,no components
pnkelly@GPULife_sbom.json,,no components
pnnl-predictive-phenomics@biological_relationship_extraction_sbom.json,,no components
pnnl@ADTKM_sbom.json,,no components
pnnl@ARTS_sbom.json,,no components
pnnl@Active-Sampling-for-Atomistic-Potentials_sbom.json,,no components
pnnl@BICEP_sbom.json,,no components
pnnl@CPACE_sbom.json,,no components
pnnl@Chemometric_Toolbox_sbom.json,,no components
pnnl@Continual-Load-Modelling-HELM_sbom.json,,no components
pnnl@DM-Sim_sbom.json,,no components
pnnl@DPVCNN_sbom.json,,no components
pnnl@DPVPROT_sbom.json,,no components
pnnl@Deep-Learning-Control-with-Embedded-Physical-Structure_sbom.json,,no components
pnnl@E4D_sbom.json,,no components
pnnl@FENATE_sbom.json,,no components
pnnl@FLOWER_sbom.json,,no components
pnnl@FermionicSwap_sbom.json,,no components
pnnl@FlexyAirDeepMPC_sbom.json,,no components
pnnl@GridSTAGE_sbom.json,,no components
pnnl@GroupTheoretical_sbom.json,,no components
pnnl@HNSRigidBodySimulator_sbom.json,,no components
pnnl@Haskell-IDF-Executable_sbom.json,,no components
pnnl@HiParTI_sbom.json,,no components
pnnl@LCA_sbom.json,,no components
pnnl@MBDRL_sbom.json,,no components
pnnl@MCOR_sbom.json,,no components
pnnl@Multimodal-Few-Sho_sbom.json,,no components
pnnl@OpenCGRA_sbom.json,,no components
pnnl@PHANTOM_sbom.json,,no components
pnnl@Pathway_Controlled_Optimization_sbom.json,,no components
pnnl@PolyCheck_sbom.json,,no components
pnnl@QASMBench_sbom.json,,no components
pnnl@ReteBiome_sbom.json,,no components
pnnl@SHADES_sbom.json,,no components
pnnl@STOMP-W_sbom.json,,no components
pnnl@SV-Sim_sbom.json,,no components
pnnl@Smisc_sbom.json,,no components
pnnl@TCBNN_sbom.json,,no components
pnnl@Temwizard_sbom.json,,no components
pnnl@ThermalTracker_sbom.json,,no components
pnnl@ZebrafishBMD_sbom.json,,no components
pnnl@ap_sbom.json,,no components
pnnl@arena_sbom.json,,no components
pnnl@bernstein-2016-productivity-and-diversity_sbom.json,,no components
pnnl@bernstein-2017-productivity-and-diversity-2_sbom.json,,no components
pnnl@biota_sbom.json,,no components
pnnl@brain_ohsu_sbom.json,,no components
pnnl@brislawn-2018-founders-species_sbom.json,,no components
pnnl@buildingid_sbom.json,,no components
pnnl@cactus_sbom.json,,no components
pnnl@capratTX_sbom.json,,no components
pnnl@cyPhyTown_sbom.json,,no components
pnnl@datalife_sbom.json,,no components
pnnl@deep_scoreMS1_sbom.json,,no components
pnnl@deps_arXiv2020_sbom.json,,no components
pnnl@doa_sbom.json,,no components
pnnl@docs-Smisc_sbom.json,,no components
pnnl@docs-rsed_sbom.json,,no components
pnnl@drupal-installer_sbom.json,,no components
pnnl@eSTOMP-WR_sbom.json,,no components
pnnl@emp-gnn_sbom.json,,no components
pnnl@eqc_sbom.json,,no components
pnnl@fieryfuture_sbom.json,,no components
pnnl@fqc_sbom.json,,no components
pnnl@frequency_sensitivity_sbom.json,,no components
pnnl@galas_sbom.json,,no components
pnnl@glmnetLRC_sbom.json,,no components
pnnl@gm_sbom.json,,no components
pnnl@gparm_sbom.json,,no components
pnnl@grid_prediction_sbom.json,,no components
pnnl@gumby-spectral-imagin_sbom.json,,no components
pnnl@haystack_sbom.json,,no components
pnnl@hexwatershed_sbom.json,,no components
pnnl@hundo_sbom.json,,no components
pnnl@hydraconda_sbom.json,,no components
pnnl@hyperedge-triplets_sbom.json,,no components
pnnl@jansson_snijders_collaborative_cross_sbom.json,,no components
pnnl@lpNNPS4SPH_sbom.json,,no components
pnnl@mass1_sbom.json,,no components
pnnl@maximojsonclien_sbom.json,,no components
pnnl@merca_sbom.json,,no components
pnnl@metagenomic_analysis_sbom.json,,no components
pnnl@mlprotein_sbom.json,,no components
pnnl@mlxrd_sbom.json,,no components
pnnl@modelsym_sbom.json,,no components
pnnl@modme_sbom.json,,no components
pnnl@mol_dgnn_sbom.json,,no components
pnnl@neural_ODE_ICLR2020_sbom.json,,no components
pnnl@nims_sbom.json,,no components
pnnl@nmrf_sbom.json,,no components
pnnl@oedisi_transients_sbom.json,,no components
pnnl@pakman_sbom.json,,no components
pnnl@particlefsl_sbom.json,,no components
pnnl@pca-analysis_sbom.json,,no components
pnnl@pecblocks_sbom.json,,no components
pnnl@pinacles_sbom.json,,no components
pnnl@pretty_lin_sbom.json,,no components
pnnl@psl_sbom.json,,no components
pnnl@pyraabe_sbom.json,,no components
pnnl@pysensin_sbom.json,,no components
pnnl@qFeature_sbom.json,,no components
pnnl@qasmtrans_sbom.json,,no components
pnnl@rhizo_phosph_resource_islands_sbom.json,,no components
pnnl@ripples_sbom.json,,no components
pnnl@rsed_sbom.json,,no components
pnnl@rubblepy_sbom.json,,no components
pnnl@s-blas_sbom.json,,no components
pnnl@safek_sbom.json,,no components
pnnl@sensitivity_sbom.json,,no components
pnnl@signalgen_sbom.json,,no components
pnnl@slim_sbom.json,,no components
pnnl@socialsim_package_sbom.json,,no components
pnnl@temporal_subgraph_isomorphism_sbom.json,,no components
pnnl@time_series_sbom.json,,no components
pnnl@uq_sbom.json,,no components
pnnl@velo_sbom.json,pkg:generic/java/jdk@1.6.0_51-b11-457,failed to get coordinates from purl: pkg:generic/java/jdk@1.6.0_51-b11-457
pnnl@velo_sbom.json,pkg:generic/oracle/openjdk@1.7.0,failed to get coordinates from purl: pkg:generic/oracle/openjdk@1.7.0
pnnl@velo_sbom.json,pkg:generic/oracle/openjdk@1.7.0,failed to get coordinates from purl: pkg:generic/oracle/openjdk@1.7.0
pnnl@velo_sbom.json,pkg:generic/oracle/openjdk@1.7.0,failed to get coordinates from purl: pkg:generic/oracle/openjdk@1.7.0
pnnl@velo_sbom.json,pkg:generic/oracle/openjdk@1.7.0,failed to get coordinates from purl: pkg:generic/oracle/openjdk@1.7.0
pnnl@velo_sbom.json,pkg:generic/oracle/openjdk@1.7.0,failed to get coordinates from purl: pkg:generic/oracle/openjdk@1.7.0
prasannadate@maq_sbom.json,,no components
praxes@hexrd_sbom.json,,no components
propgraph@pgm_sbom.json,,no components
pwrapi@pwrapi-ref_sbom.json,,no components
pzharrington@ExaGAN_sbom.json,,no components
qianglbl@BELT_sbom.json,,no components
qianglbl@PVPmoo_sbom.json,,no components
qingkaikong@3DFNO_GCS_sbom.json,,no components
qqliu@batch-dynamic-kcore-decomposition_sbom.json,,no components
quantumquinn@apam-kmc_sbom.json,,no components
quinoacomputing@quinoa_sbom.json,,no components
qun-liu@PyMDA_sbom.json,,no components
rabroughton@QUAD_sbom.json,,no components
ralphou@data-analysis-operations_sbom.json,,no components
ramkikannan@planc_sbom.json,,no components
richardlett@GALATIC_sbom.json,,no components
rishipillai@CSP-CorrCreep_ORNL_sbom.json,,no components
rk-lindsey@al_driver_sbom.json,,no components
robertu94@libpressio_op_sbom.json,,no components
rose-compiler@matlab-frontend_sbom.json,,no components
rose-compiler@rose-develop_sbom.json,,no components
rsartor-lanl@worm-1.7.0_sbom.json,,no components
ryand-LANL@DualColorAnalysis_sbom.json,,no components
ryand-LANL@EMCCD-calibration_sbom.json,,no components
sabersw@pysaber_sbom.json,,no components
sainslie1966@AnisWave2D_sbom.json,,no components
sandialabs@Albany_sbom.json,,no components
sandialabs@CFTrack_sbom.json,,no components
sandialabs@CSPlib_sbom.json,,no components
sandialabs@CasCollec_sbom.json,,no components
sandialabs@CausalFS_sbom.json,,no components
sandialabs@DGTile_sbom.json,,no components
sandialabs@DISCO_GUI_sbom.json,,no components
sandialabs@DKE-Scripts_sbom.json,,no components
sandialabs@Deep-Learning-Denoiser_sbom.json,,no components
sandialabs@EFDC_sbom.json,,no components
sandialabs@EGSim_sbom.json,,no components
sandialabs@EPANET-BAM_sbom.json,,no components
sandialabs@ExoToComsol_sbom.json,,no components
sandialabs@FRENSIE-0.3.0_sbom.json,,no components
sandialabs@GABLE_sbom.json,,no components
sandialabs@GeoPlace_sbom.json,,no components
sandialabs@HEMLOCK_sbom.json,,no components
sandialabs@HODIF_sbom.json,,no components
sandialabs@HawaiiCoast_GT_Code_Generation_sbom.json,,no components
sandialabs@HiFiPDV2_sbom.json,,no components
sandialabs@INPAGN_Launcher_sbom.json,,no components
sandialabs@ISMAGS-in-Python_sbom.json,,no components
sandialabs@IX2.6_sbom.json,,no components
sandialabs@IcyPaw_sbom.json,,no components
sandialabs@IntervalAssignmen_sbom.json,,no components
sandialabs@Juxtaposer_sbom.json,,no components
sandialabs@KinCa_sbom.json,,no components
sandialabs@MAPIT_sbom.json,,no components
sandialabs@MCMD1_sbom.json,,no components
sandialabs@MPI-Partix_sbom.json,,no components
sandialabs@MPNN_sbom.json,,no components
sandialabs@MatMCNP_sbom.json,,no components
sandialabs@MrHyDE_sbom.json,,no components
sandialabs@NMTRI_sbom.json,,no components
sandialabs@OpenCSP_sbom.json,pkg:rpm/libICE@1.0.9-15.el8?arch=x86_64&epoch=0&upstream=libICE-1.0.9-15.el8.src.rpm,failed to get coordinates from purl: pkg:rpm/libICE@1.0.9-15.el8?arch=x86_64&epoch=0&upstream=libICE-1.0.9-15.el8.src.rpm
sandialabs@OpenCSP_sbom.json,pkg:rpm/libSM@1.2.3-1.el8?arch=x86_64&epoch=0&upstream=libSM-1.2.3-1.el8.src.rpm,failed to get coordinates from purl: pkg:rpm/libSM@1.2.3-1.el8?arch=x86_64&epoch=0&upstream=libSM-1.2.3-1.el8.src.rpm
sandialabs@OpenCSP_sbom.json,pkg:rpm/libXdmcp@1.1.3-1.el8?arch=x86_64&epoch=0&upstream=libXdmcp-1.1.3-1.el8.src.rpm,failed to get coordinates from purl: pkg:rpm/libXdmcp@1.1.3-1.el8?arch=x86_64&epoch=0&upstream=libXdmcp-1.1.3-1.el8.src.rpm
sandialabs@OpenCSP_sbom.json,pkg:rpm/libXfont2@2.0.3-2.el8?arch=x86_64&epoch=0&upstream=libXfont2-2.0.3-2.el8.src.rpm,failed to get coordinates from purl: pkg:rpm/libXfont2@2.0.3-2.el8?arch=x86_64&epoch=0&upstream=libXfont2-2.0.3-2.el8.src.rpm
sandialabs@OpenCSP_sbom.json,pkg:rpm/libXmu@1.1.3-1.el8?arch=x86_64&epoch=0&upstream=libXmu-1.1.3-1.el8.src.rpm,failed to get coordinates from purl: pkg:rpm/libXmu@1.1.3-1.el8?arch=x86_64&epoch=0&upstream=libXmu-1.1.3-1.el8.src.rpm
sandialabs@OpenCSP_sbom.json,pkg:rpm/libXt@1.1.5-12.el8?arch=x86_64&epoch=0&upstream=libXt-1.1.5-12.el8.src.rpm,failed to get coordinates from purl: pkg:rpm/libXt@1.1.5-12.el8?arch=x86_64&epoch=0&upstream=libXt-1.1.5-12.el8.src.rpm
sandialabs@OpenCSP_sbom.json,pkg:rpm/libfontenc@1.1.3-8.el8?arch=x86_64&epoch=0&upstream=libfontenc-1.1.3-8.el8.src.rpm,failed to get coordinates from purl: pkg:rpm/libfontenc@1.1.3-8.el8?arch=x86_64&epoch=0&upstream=libfontenc-1.1.3-8.el8.src.rpm
sandialabs@OpenCSP_sbom.json,pkg:rpm/libxkbfile@1.1.0-1.el8?arch=x86_64&epoch=0&upstream=libxkbfile-1.1.0-1.el8.src.rpm,failed to get coordinates from purl: pkg:rpm/libxkbfile@1.1.0-1.el8?arch=x86_64&epoch=0&upstream=libxkbfile-1.1.0-1.el8.src.rpm
sandialabs@OpenCSP_sbom.json,pkg:rpm/pixman@0.38.4-3.el8_9?arch=x86_64&epoch=0&upstream=pixman-0.38.4-3.el8_9.src.rpm,failed to get coordinates from purl: pkg:rpm/pixman@0.38.4-3.el8_9?arch=x86_64&epoch=0&upstream=pixman-0.38.4-3.el8_9.src.rpm
sandialabs@OpenCSP_sbom.json,pkg:rpm/python3-xvfbwrapper@0.2.9-2.el8?arch=noarch&epoch=0&upstream=python-xvfbwrapper-0.2.9-2.el8.src.rpm,failed to get coordinates from purl: pkg:rpm/python3-xvfbwrapper@0.2.9-2.el8?arch=noarch&epoch=0&upstream=python-xvfbwrapper-0.2.9-2.el8.src.rpm
sandialabs@OpenCSP_sbom.json,pkg:rpm/xkeyboard-config@2.28-1.el8?arch=noarch&epoch=0&upstream=xkeyboard-config-2.28-1.el8.src.rpm,failed to get coordinates from purl: pkg:rpm/xkeyboard-config@2.28-1.el8?arch=noarch&epoch=0&upstream=xkeyboard-config-2.28-1.el8.src.rpm
sandialabs@OpenCSP_sbom.json,pkg:rpm/xorg-x11-server-Xvfb@1.20.11-17.el8?arch=x86_64&epoch=0&upstream=xorg-x11-server-1.20.11-17.el8.src.rpm,failed to get coordinates from purl: pkg:rpm/xorg-x11-server-Xvfb@1.20.11-17.el8?arch=x86_64&epoch=0&upstream=xorg-x11-server-1.20.11-17.el8.src.rpm
sandialabs@OpenCSP_sbom.json,pkg:rpm/xorg-x11-server-common@1.20.11-17.el8?arch=x86_64&epoch=0&upstream=xorg-x11-server-1.20.11-17.el8.src.rpm,failed to get coordinates from purl: pkg:rpm/xorg-x11-server-common@1.20.11-17.el8?arch=x86_64&epoch=0&upstream=xorg-x11-server-1.20.11-17.el8.src.rpm
sandialabs@OpenCSP_sbom.json,pkg:rpm/xorg-x11-xauth@1.0.9-12.el8?arch=x86_64&epoch=1&upstream=xorg-x11-xauth-1.0.9-12.el8.src.rpm,failed to get coordinates from purl: pkg:rpm/xorg-x11-xauth@1.0.9-12.el8?arch=x86_64&epoch=1&upstream=xorg-x11-xauth-1.0.9-12.el8.src.rpm
sandialabs@OpenCSP_sbom.json,pkg:rpm/xorg-x11-xkb-utils@7.7-28.el8?arch=x86_64&epoch=0&upstream=xorg-x11-xkb-utils-7.7-28.el8.src.rpm,failed to get coordinates from purl: pkg:rpm/xorg-x11-xkb-utils@7.7-28.el8?arch=x86_64&epoch=0&upstream=xorg-x11-xkb-utils-7.7-28.el8.src.rpm
sandialabs@OptML_sbom.json,,no components
sandialabs@PRIME_sbom.json,,no components
